post_id,user_id,caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28
P2458,U2167,"💞💞💞
.
.
.
#swayamvaramserial #jenniferwinget #saraswatichandra #Asianetplus #saraswatichandra #nandhualan

.
.
💕💕

#RaishinghaniVSRaishinghani #anushkaraishinghani
#webseries #sonyliv
.
#JenniferWinget
.
.
.
.
.
.
.
.
.
.
#jenniferwinget #wingitwithwinget #jenniferwinget1 #jenniferwingetfans #maya #beyhadh #bepannaah #zoya #MayaAgain #MayaJaiSingh #codemasters",𝐍𝐀𝐍𝐃𝐇𝐔 𝐀𝐋𝐀𝐍 💞,jennifer_winget_fans_kerala,https://www.instagram.com/p/DR0nFGlkcTH/,19,,1126,2025-12-04T00:50:03.000Z,,swayamvaramserial,jenniferwinget,saraswatichandra,Asianetplus,nandhualan,RaishinghaniVSRaishinghani,anushkaraishinghani,webseries,sonyliv,JenniferWinget,wingitwithwinget,jenniferwinget1,jenniferwingetfans,maya,beyhadh,bepannaah,zoya,MayaAgain,MayaJaiSingh,codemasters,,,,,,,,,
P2459,U2168,"உன் கண்ணோடு மணியாக
கலந்திருப்பேன்🤍😩
.
.
.
.
.
.
.
.
.
.
Follow for more 
#npfans #narendraprasathnp #narendraprasath #kadhaipoma #webseries #kadhaipomawebseries #kadhaipoma2 #blacksheep #blacksheepcinemas #blacksheeptv #tamilcuts #explorepage #explore #viral #trending #kaathirundhaianbe #chinmayi #love #lovefeeling #lovesongs #lovestatus #whatsappstatus",maddy,maddy.editzz__,https://www.instagram.com/p/DR12vhEAdFn/,5,,-1,2025-12-04T12:31:09.000Z,,npfans,narendraprasathnp,narendraprasath,kadhaipoma,webseries,kadhaipomawebseries,kadhaipoma2,blacksheep,blacksheepcinemas,blacksheeptv,tamilcuts,explorepage,explore,viral,trending,kaathirundhaianbe,chinmayi,love,lovefeeling,lovesongs,lovestatus,whatsappstatus,,,,,,,
P2460,U2169,Elvish is Elvish 👾💥 #aukatkebahar #webseries #elvishyadav #elvisharmy #trending #elvishyadav #viralreels #amazonmxplayer #reelsvideo #trendingreels #viralvideo #reelkrofeelkro #trendingnow #elvisharmy #aukatkebhar #lovekataria,Neeraj Singh,elvish_yadav1039,https://www.instagram.com/p/DR0Jg7bjM_e/,2,,-1,2025-12-03T20:34:41.000Z,,aukatkebahar,webseries,elvishyadav,elvisharmy,trending,viralreels,amazonmxplayer,reelsvideo,trendingreels,viralvideo,reelkrofeelkro,trendingnow,aukatkebhar,lovekataria,,,,,,,,,,,,,,,
P2461,U2170,"💞 Every heartbeat tells a story of love… Sometimes, two souls meet and everything feels magical. ✨ #reel #shorts

#romanticvideo  #romantic #love #romancevideo #couplevideo #romantics #couple #lover #gf #lovefirstsight #romanticcouple #couplekissing #girlfriend #couplevibes #coupleinlove #lovestatus #firstnightout #couplelove #viral #reels #love #mood #Bollywood #pyar #romanticvibes #couple #nighttime #webseries #ai video # trending",romantic mood💘💯,romantic.mood25,https://www.instagram.com/p/DRxLnadEvv3/,8,,502,2025-12-02T16:53:06.000Z,,reel,shorts,romanticvideo,romantic,love,romancevideo,couplevideo,romantics,couple,lover,gf,lovefirstsight,romanticcouple,couplekissing,girlfriend,couplevibes,coupleinlove,lovestatus,firstnightout,couplelove,viral,reels,mood,Bollywood,pyar,romanticvibes,nighttime,webseries,ai
P2462,U2171,"Title: The Boys

Plot :Corrupt superheroes rule the world, and Billy Butcher leads a brutal team to take them down.

Language: Telugu Hindi English 

OTT: prime video 

NEW SEASON COMING SOON 

#theboys #theboys5  #billybutcher #primevideo
#telugutrollers #webseries #mustwatch
#movierecommendation #netflix #telugu
#instagood#adrienbrody#VIRALPOST #moviereviews #telugutrollers #funnypostsdaily #ɪɴsᴛᴀᴍᴏᴏᴅ",khan dada,khan_dada01,https://www.instagram.com/p/DR1TEC-j-G-/,16,,522,2025-12-04T07:42:01.000Z,,theboys,theboys5,billybutcher,primevideo,telugutrollers,webseries,mustwatch,movierecommendation,netflix,telugu,instagood,adrienbrody,VIRALPOST,moviereviews,funnypostsdaily,ɪɴsᴛᴀᴍᴏᴏᴅ,,,,,,,,,,,,,
P2463,U2172,"Must watch tamil Webseries| Kutram Purindhavan Webseries Streaming On Sonyliv

#kutrampurindhavan #webseries #movierecommendation 

[Kutram Purindhavan Tamil Webseries, Tamil Webseries, Tamil Movie Review, Movie Recommendation, movie review, cinema, Sonyliv, Tamil Series]",Mohan Mogi,fdfs_with_mogi,https://www.instagram.com/p/DR15u9DEcOp/,12,,1444,2025-12-04T12:54:25.000Z,,kutrampurindhavan,webseries,movierecommendation,,,,,,,,,,,,,,,,,,,,,,,,,,
P2464,U2173,"Real

.

.

.

.

.

.

.

.

.

.

#trending #trendingreels #viralreels #fypシ #fypage #cinema #cinemalover #webseries #theboys #tvshow #homelander #theboysseason5 #theboysseason4 #explore #explorepage #billybutcher",.Bhayankar_.vella,_relatablehub_,https://www.instagram.com/p/DR1kxLxEkCW/,31,,-1,2025-12-04T09:51:40.000Z,,trending,trendingreels,viralreels,fypシ,fypage,cinema,cinemalover,webseries,theboys,tvshow,homelander,theboysseason5,theboysseason4,explore,explorepage,billybutcher,,,,,,,,,,,,,
P2465,U2174,"Bhai ki Expression
 
#PerfectParents​, #webseries​, #episode​ , #Alright​, #AlrightOriginals​, #HappyChildrensDay​, #ChildrensDay2025​, #FamilyShow​, #IndianWebSeries​, #NewSeries2025​, #FamilyDrama​, #ParentsAndKids​, #FamilyEntertainment​, #HindiSeries​, #WebSeriesTeaser​, #ShowAnnouncement​, #TrendingNow​",Memes Worlds,memes_worlds4,https://www.instagram.com/p/DR1XjUqD4Yi/,2,,635,2025-12-04T07:55:19.000Z,,"PerfectParents​,","webseries​,",episode​,"Alright​,","AlrightOriginals​,","HappyChildrensDay​,","ChildrensDay2025​,","FamilyShow​,","IndianWebSeries​,","NewSeries2025​,","FamilyDrama​,","ParentsAndKids​,","FamilyEntertainment​,","HindiSeries​,","WebSeriesTeaser​,","ShowAnnouncement​,",TrendingNow​,,,,,,,,,,,,
P2466,U2175,"Follow చేస్తే ఇంకా పెడతా 👍
.
.
.
.
.
#telugu #telugureels #telugusongs #telugustatus #webseries #moneyheist #moneyheistprofessor #moneyheistedit #telugucomedy #telugumemes",AKSHAY EDITS,akshay_edits_ak,https://www.instagram.com/p/DRzRIrtknMc/,13,,-1,2025-12-03T12:29:13.000Z,,telugu,telugureels,telugusongs,telugustatus,webseries,moneyheist,moneyheistprofessor,moneyheistedit,telugucomedy,telugumemes,,,,,,,,,,,,,,,,,,,
P2467,U2176,"Naughty hori hai🌚

#relatable #memes #viral #hindimemes #funnymemes #webseries #funnyshit #sarcasm #comedymemes #funnyreels",Naksh🦅,nakshu.creates,https://www.instagram.com/p/DRy08Lnkmqp/,2,,1085,2025-12-03T08:13:41.000Z,,relatable,memes,viral,hindimemes,funnymemes,webseries,funnyshit,sarcasm,comedymemes,funnyreels,,,,,,,,,,,,,,,,,,,
P2468,U2177,日本利用压电瓷砖将脚步转化为电能。这些瓷砖捕捉来自你脚步的动能。当你行走时，你的重量和动作会对瓷砖产生压力。瓷砖会轻微弯曲，从而产生机械应力。瓷砖内部的压电材料将这种应力转化为电能。每一步都会产生少量电荷，而数百万步结合在一起就能产生足够的电力来驱动 LED 灯、数字显示屏和传感器。在像涩谷车站这样繁忙的地方，每天大约有 240 万个脚步为这一系统作出贡献。这些电能可以被储存或立即使用，从而减少对传统电力来源的依赖，并支持可持续的城市基础设施。这种方法将日常运动转化为实用的可再生能源 #日本 #知识 #事实 #你知道吗 #推荐 #科技 #创新 #历史 #技术 #实验 #热门 日本利用压电瓷砖将脚步转化为电能。这些瓷砖捕捉来自你脚步的动能。当你行走时，你的重量和动作会对瓷砖产生压力。瓷砖会轻微弯曲，从而产生机械应力。瓷砖内部的压电材料将这种应力转化为电能。每一步都会产生少量电荷，而数百万步结合在一起就能产生足够的电力来驱动 LED 灯、数字显示屏和传感器。在像涩谷车站这样繁忙的地方，每天大约有 240 万个脚步为这一系统作出贡献。这些电能可以被储存或立即使用，从而减少对传统电力来源的依赖，并支持可持续的城市基础设施。这种方法将日常运动转化为实用的可再生能源 #日本 #知识 #事实 #你知道吗 #推荐 #科技 #创新 #历史 #技术 #实验 #热门 日本利用压电瓷砖将脚步转化为电能。这些瓷砖捕捉来自你脚步的动能。当你行走时，你的重量和动作会对瓷砖产生压力。瓷砖会轻微弯曲，从而产生机械应力。瓷砖内部的压电材料将这种应力转化为电能。每一步都会产生少量电荷，而数百万步结合在一起就能产生足够的电力来驱动 LED 灯、数字显示屏和传感器。在像涩谷车站这样繁忙的地方，每天大约有 240 万个脚步为这一. 出贡献。这些电能可以被储存或立即使用，从而减少对传统电力来源的依赖，并支持可持续的城市基础设施。这种方法将日常运动转化为实用的可再生能源 #日本 #知识 #事实 #你知道吗 #推荐 #科技 #创新 #历史 #技术 #实验 #热门 #fyp #unbreakablebond #familylove #family #brosis ##viral #memes #webseries #india #pakistan #srilanka #bhutan #love #cute #followforfollowback #foryou,priya,filmy_family__,https://www.instagram.com/p/DRyW2riD4L3/,71,,865,2025-12-02T08:14:01.000Z,,日本,知识,事实,你知道吗,推荐,科技,创新,历史,技术,实验,热门,fyp,unbreakablebond,familylove,family,brosis,#viral,memes,webseries,india,pakistan,srilanka,bhutan,love,cute,followforfollowback,foryou,,
P2469,U2178,"💚💚💚
Part-76
#whatsappstatus #telugulyrics #telugulyrical #lovevideos #statuswhatsapp #statusvideos #telugustatussongs #teluguwhatsappstatus #telugubgms #telugubgm #telugubeats #telugulovebeat #beatsheadphones #exploremore #telugustatus #explorepage✨website 
#webseries #instalike💚💚💚 #justmarriedwebseries #justmarrıed #justmarriedwebseries",✨Chinni Edits✨,_chinni._.edits,https://www.instagram.com/p/DRi3REoCbwS/,7,,10665,2025-11-27T03:25:17.000Z,,whatsappstatus,telugulyrics,telugulyrical,lovevideos,statuswhatsapp,statusvideos,telugustatussongs,teluguwhatsappstatus,telugubgms,telugubgm,telugubeats,telugulovebeat,beatsheadphones,exploremore,telugustatus,explorepage✨website,webseries,instalike💚💚💚,justmarriedwebseries,justmarrıed,,,,,,,,,
P2470,U2179,"அம்மா 🩵

𝐃𝐨 𝐅𝐨𝐥𝐥𝐨𝐰 & 𝐒𝐮𝐩𝐩𝐨𝐫𝐭 𝐌𝐲 𝐏𝐚𝐠𝐞👇👇😇

@memes__diaries 🩵
@memes__diaries😍

#instareels #instagram #memes #vijay #ajithkumar #vijayfans #girls #boys #friendship #friends #friendshipgoals #relationships #relatives #naducenter #hotstar #vijaythalapathy #sasikumarfans #tamilcinema #tamilserials #webseries #strangerthings #tvk #tvkvijay",V P Memes,memes__diaries,https://www.instagram.com/p/DR1g7APEzSh/,3,,-1,2025-12-04T09:15:55.000Z,,instareels,instagram,memes,vijay,ajithkumar,vijayfans,girls,boys,friendship,friends,friendshipgoals,relationships,relatives,naducenter,hotstar,vijaythalapathy,sasikumarfans,tamilcinema,tamilserials,webseries,strangerthings,tvk,tvkvijay,,,,,,
P2471,U2180,"ChaCha to khatarnak nikle 😅 
#trend 
#trending 
#webseries",the _indian_comedy_script,the_indian_comedy_script,https://www.instagram.com/p/DRzwvjrAc0M/,3,,-1,2025-12-03T16:57:20.000Z,,trend,trending,webseries,,,,,,,,,,,,,,,,,,,,,,,,,,
P2472,U2181,"Yaari me jaan hajir hai ❤️‍🩹🫂
.
.
@elvish_yadav .
.
#elvishyadav #elvisharmy #elvish #webseries #mxplayer #amzone #yaari #dosti #clubparty #trendingreels #viralreels #reels",Rao sahab 🔥👑,himesh.x.systum,https://www.instagram.com/p/DRyi5XYAfRm/,94,,40893,2025-12-03T05:37:08.000Z,,elvishyadav,elvisharmy,elvish,webseries,mxplayer,amzone,yaari,dosti,clubparty,trendingreels,viralreels,reels,,,,,,,,,,,,,,,,,
P2473,U2182,"Follow @meme.sorcerers for more updates 
.

.

.

.

#trending #instagood #viral #mokkaengineer #memesdaily #boysseason #homelandermemes #viral #fypp #webseries #instalove #tamilmemes #cinema #kollywood #hollywood #cinemaupdates #tamilcinema #memepage #dhanushfans",@memesorcers,meme.sorcerers,https://www.instagram.com/p/DR1JZwDkbfn/,2,,-1,2025-12-04T05:52:42.000Z,,trending,instagood,viral,mokkaengineer,memesdaily,boysseason,homelandermemes,fypp,webseries,instalove,tamilmemes,cinema,kollywood,hollywood,cinemaupdates,tamilcinema,memepage,dhanushfans,,,,,,,,,,,
P2474,U2183,"🎥 Movie: Family Star (2024)
📺 Available On: Hotstar
🎬 Director: Parasuram
🌟 Cast: Vijay Deverakonda, Mrunal Thakur, Rohini Hattangadi, Abhinaya
🎭 Genre: Family Drama | Romance
🗣️ Language: Telugu
📍 Platform: Theatrical Release

Family Star is the journey of Govardhan (Vijay Deverakonda) – a caring and hardworking middle-class man 💪🏠 who shoulders the entire responsibility of his joint family 👨‍👩‍👦‍👦. His days go in juggling bills, solving problems, and keeping everyone together ❤️.

But life takes a twist when Indu (Mrunal Thakur) enters by renting a portion of their house 🏡✨.
From cute fights 😤👉❤️ to romantic sparks ☺️🔥, their bond grows… but misunderstandings, ego, and hidden truths 💔😞 start driving them apart.

Govardhan now stands at a crucial point 🤔⚖️ —
Will he choose love ❤️ or family duty 👨‍👩‍👦?

The film blends romance 💕, funny family chaos 🤪, emotions 😢, and a touch of corporate rivalry 🏢⚔️ into one entertaining ride 🎬⭐

@sk.writerrr #viral #movie #trending #actor #comedy #Bollywood #bestmovie #explorepage #cinema #clip #films #webseries #fypreelsシ゚",SK,sk.writerrr,https://www.instagram.com/p/DRyG31vEoQK/,0,,-1,2025-12-03T01:30:00.000Z,,viral,movie,trending,actor,comedy,Bollywood,bestmovie,explorepage,cinema,clip,films,webseries,fypreelsシ゚,,,,,,,,,,,,,,,,
P2475,U2184,"Mental price  Ep 1
.
.
#webseries #trending #foryoupage #telugureels",cs_creations_8,cs_creations_68,https://www.instagram.com/p/DRyhdfqjNDl/,1,,5169,2025-12-03T05:23:04.000Z,,webseries,trending,foryoupage,telugureels,,,,,,,,,,,,,,,,,,,,,,,,,
P2476,U2185,"😽🤍!!
.
.
Follow:@7s_bgm_cc
.
.
.
.
#webseries #bollywood #love #film #actor #indianwebseries #youtube #comedy #netflix #series #actress #trending #movies #instagram #memes #shortfilm #altbalaji #hollywood #instagood #tv #india #ott #movie #acting #mirzapur #zee #drama #indiefilm #director #follow",""" 𝐄ᴅɪᴛɪꜱ ᴄᴄ 🎯",7s_edits_cc,https://www.instagram.com/p/DRzi709khq7/,0,,-1,2025-12-03T14:59:45.000Z,,webseries,bollywood,love,film,actor,indianwebseries,youtube,comedy,netflix,series,actress,trending,movies,instagram,memes,shortfilm,altbalaji,hollywood,instagood,tv,india,ott,movie,acting,mirzapur,zee,drama,indiefilm,director
P2477,U2186,"“And just like that… the final episode of the RING is here. This journey has been unforgettable, and every moment exists because of the incredible team behind the camera and beside me on screen.
From my co-actor who elevated every scene, to the crew who worked tirelessly three nights.@dwiijaaaa @hitesh_s_bharadwaaj @probably_nix @pravinsuresh_ @rishi_rithesh Grateful, proud, and humbled to have shared this story with such talented people. ❤️🎬”
.
#trending #viral #trendingreels #explorepage #tiktok #viralpost #reels #viralreels #fyp #insta #shortfilm #webseries #acting #direction #directing #actor #theatreartist t #theatreacting #theatreplay #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",தவன் சுப்பையா.,dhavan_subbaiah,https://www.instagram.com/p/DRub94PkkYc/,140,,850,2025-12-01T15:20:53.000Z,,trending,viral,trendingreels,explorepage,tiktok,viralpost,reels,viralreels,fyp,insta,shortfilm,webseries,acting,direction,directing,actor,theatreartist,theatreacting,theatreplay,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,,,,,,,,,
P2478,U2180,"Mai lucky 😅
#trend 
#trending 
#webseries 
#lucky",the _indian_comedy_script,the_indian_comedy_script,https://www.instagram.com/p/DRxP2SxAhd1/,7,,-1,2025-12-02T17:30:43.000Z,,trend,trending,webseries,lucky,,,,,,,,,,,,,,,,,,,,,,,,,
P2479,U2187,"Steve 💔 
.
.
.
.
.
#steveharringtonedit #steveharrington #strangerthings #strangerthings5 #dustin #stevedustin #joekeery #joekeeryedit #songs #musicals #concert #strangerthingscast #cinema #webseries #cinematic #cinephile #filmfeed #endofbeginning #fypviral #viralpost #instagramgrowth #viral #fyppppppp #relatable #reccomendations",Danke_memeee,danke_memeee,https://www.instagram.com/p/DRyjS4ak_df/,14,,2080,2025-12-03T05:41:39.000Z,,steveharringtonedit,steveharrington,strangerthings,strangerthings5,dustin,stevedustin,joekeery,joekeeryedit,songs,musicals,concert,strangerthingscast,cinema,webseries,cinematic,cinephile,filmfeed,endofbeginning,fypviral,viralpost,instagramgrowth,viral,fyppppppp,relatable,reccomendations,,,,
P2480,U2188,"Morning Read w/ #redqueen 📕 

I’m thankful & beyond grateful bc I’ve been blessed w/  the best “Thanksgiving” to date!!! I’m sincerely “OVERWHELMED” & “OVERJOYED” this is something slight of me & my husband going back for thirds after the family was fast asleep in our home!!! 🏠 The #redking & I decided to sneak back downstairs for more lol. ( Even though I’m still on my Weight-Lost Journey….. it’s always fun to sneak around in the middle of the night w/ hubby. 🤣 To see our entire “ Thanksgiving Experience “ please go to our YouTube Channel this Coming Tuesday at 9pm. 
  Youtube/VylanessTv 
———————————————————————————————

W/ that said Re-live Thanksgiving w/ my blended family on Dec 2, 2025 again only on YouTube/ VylanessTv 📺 be sure to 👍🏽 like, comment, 🗣️turn on your notifications 🔔 share 🤗 & “SUBSCRIBE” to the channel. We are working overtime to try to hit 25k ✨ before Christmas 🎄. ( That’s our team goal.) So if you love our content, help us out. 
——————————————————————————————-

From my family to yours we hope everyone had a beautiful Thanksgiving as we continue to celebrate 🙌🏽 🦃. Happy Holidays to all of the fans & supporters of @thevylanessbrand  We love you & appreciate the love in return!!! Love #redqueen 👑 
——————————————————————————————

#themayorswife #youtube #vylanesstv #thevylanessbrand #thanksgiving🦃 #2025 #bestthanksgivingever🦃🍂🍁 #blendedfamily #celebrations #contentcreater #influencer #webseries #happyholidays #meandmine❤️ #wifelife #athomewithchefvylla #sneakpeek #havethedayyoudeserve💋 #family #goodmorning #realread #iamvillainess #vylaness #redqueen 👑",Vylaness ™ The Red Queen 👑,vylaness,https://www.instagram.com/p/DRo3wozDjbg/,48,,2614,2025-11-29T11:50:18.000Z,,redqueen,redking,themayorswife,youtube,vylanesstv,thevylanessbrand,thanksgiving🦃,2025,bestthanksgivingever🦃🍂🍁,blendedfamily,celebrations,contentcreater,influencer,webseries,happyholidays,meandmine❤️,wifelife,athomewithchefvylla,sneakpeek,havethedayyoudeserve💋,family,goodmorning,realread,iamvillainess,vylaness,,,,
